Player,matched_name,match_status,Stamina,Pace,Acceleration,Work Rate,source_url
Craig Dawson,Craig Dawson FM26 Profile,partial,150,90,100,120,https://fmplayer.net/fm-26/craig-dawson-90000708
Bobby De Cordova-Reid,Sebastián Córdova FM26 Profile,first_result,110,120,120,130,https://fmplayer.net/fm-26/sebastian-cordova-51060128
Rodrigo De Paul,Rodrigo De Paul FM26 Profile,partial,140,140,150,140,https://fmplayer.net/fm-26/rodrigo-de-paul-14048343
Mattia De Sciglio,Mattia De Sciglio FM26 Profile,partial,110,130,110,130,https://fmplayer.net/fm-26/mattia-de-sciglio-43037008
Lorenzo De Silvestri,Lorenzo De Silvestri FM26 Profile,partial,120,120,130,160,https://fmplayer.net/fm-26/lorenzo-de-silvestri-1401054
Thibault De Smet,Thibault De Smet FM26 Profile,partial,130,130,120,130,https://fmplayer.net/fm-26/thibault-de-smet-18096680
Koni De Winter,Koni De Winter FM26 Profile,partial,130,140,130,120,https://fmplayer.net/fm-26/koni-de-winter-18108550
Amar Dedić,,not_found,,,,,
Alessandro Deiola,Alessandro Deiola FM26 Profile,partial,,,,,https://fmplayer.net/fm-26/alessandro-deiola-43093890
Romain Del Castillo,,not_found,,,,,
Enrico Del Prato,Nicolas Del Prato FM26 Profile,first_result,10,90,60,50,https://fmplayer.net/fm-26/nicolas-del-prato-2000180267
Thomas Delaine,Thomas Delaine FM26 Profile,partial,110,110,110,150,https://fmplayer.net/fm-26/thomas-delaine-85085647
Liam Delap,Liam Delap FM26 Profile,partial,130,170,160,150,https://fmplayer.net/fm-26/liam-delap-28126247
Andy Delort,Andy Delort FM26 Profile,partial,70,100,90,130,https://fmplayer.net/fm-26/andy-delort-85059211
Olivier Deman,Olivier Deman FM26 Profile,partial,160,130,130,160,https://fmplayer.net/fm-26/olivier-deman-18096737
Ali Dembélé,Ali Dembélé FM26 Profile,partial,140,130,140,110,https://fmplayer.net/fm-26/ali-dembele-2000023340
Ousmane Dembélé,Ousmane Dembélé FM26 Profile,partial,140,170,180,140,https://fmplayer.net/fm-26/ousmane-dembele-85140178
Ermedin Demirović,Ermedin Demirović FM26 Profile,partial,160,140,130,160,https://fmplayer.net/fm-26/ermedin-demirovic-91158071
Sepp van den Berg,,not_found,,,,,
Justin Devenny,,not_found,,,,,
Giovanni Di Lorenzo,Giovanni Di Lorenzo FM26 Profile,partial,200,160,150,160,https://fmplayer.net/fm-26/giovanni-di-lorenzo-43075156
Mouctar Diakhaby,Mouctar Diakhaby FM26 Profile,partial,160,130,130,150,https://fmplayer.net/fm-26/mouctar-diakhaby-48036643
Bafodé Diakité,,not_found,,,,,
Oumar Diakité,Oumar Diakité FM26 Profile,partial,140,140,130,130,https://fmplayer.net/fm-26/oumar-diakite-12093352
Moussa Diarra,Moussa Diarra FM26 Profile,partial,,,,,https://fmplayer.net/fm-26/moussa-diarra-49044569
Rúben Dias,,not_found,,,,,
Kandet Diawara,,not_found,,,,,
Mahamadou Diawara,Mahamadou Diawara FM26 Profile,partial,,,,,https://fmplayer.net/fm-26/mahamadou-diawara-2000212944
Daniel Díaz,Daniel Díaz FM26 Profile,partial,,,,,https://fmplayer.net/fm-26/daniel-diaz-2000271998
Luis Díaz,Luis Díaz FM26 Profile,partial,130,160,160,160,https://fmplayer.net/fm-26/luis-diaz-76049803
Pedro Díaz,Pedro Díaz FM26 Profile,partial,150,130,130,150,https://fmplayer.net/fm-26/pedro-diaz-67220203
Diego,Diego Llorente FM26 Profile,partial,130,140,130,150,https://fmplayer.net/fm-26/diego-llorente-67011217
Bamba Dieng,,not_found,,,,,
Eric Dier,,not_found,,,,,
Lucas Digne,Lucas Digne FM26 Profile,partial,160,140,150,150,https://fmplayer.net/fm-26/lucas-digne-85033423
Kembo Diliwidi,Kembo Diliwidi FM26 Profile,partial,90,120,130,70,https://fmplayer.net/fm-26/kembo-diliwidi-2000205295
Sinaly Diomande,Sinaly Diomandé FM26 Profile,first_result,,,,,https://fmplayer.net/fm-26/sinaly-diomande-49062672
Lois Diony,,not_found,,,,,
Issa Diop,Issa Diop FM26 Profile,partial,130,140,140,140,https://fmplayer.net/fm-26/issa-diop-85140415
Sérigné Diop,,not_found,,,,,
Andy Diouf,,not_found,,,,,
Assane Dioussé,Assane Dioussé FM26 Profile,partial,130,120,120,140,https://fmplayer.net/fm-26/assane-diousse-43141845
Axel Disasi,Axel Disasi FM26 Profile,partial,160,140,130,140,https://fmplayer.net/fm-26/axel-disasi-48037291
Roman Dixon,Roman Dixon FM26 Profile,partial,100,160,150,120,https://fmplayer.net/fm-26/roman-dixon-2000143998
Álvaro djaló,Álvaro Djaló FM26 Profile,partial,120,140,160,130,https://fmplayer.net/fm-26/alvaro-djalo-83227951
Nasser Djiga,,not_found,,,,,
Berat Djimsiti,Berat Djimsiti FM26 Profile,partial,140,120,110,140,https://fmplayer.net/fm-26/berat-djimsiti-98015432
Dodô,Dodô FM26 Profile,partial,120,130,130,120,https://fmplayer.net/fm-26/dodo-19158806
Danilho Doekhi,Danilho Doekhi FM26 Profile,partial,120,120,110,140,https://fmplayer.net/fm-26/danilho-doekhi-37051440
Matt Doherty,Matt Doherty FM26 Profile,partial,130,120,120,130,https://fmplayer.net/fm-26/matt-doherty-52032335
Benjamín Domínguez,Benjamín Domínguez FM26 Profile,partial,130,130,160,120,https://fmplayer.net/fm-26/benjamin-dominguez-2000110081
Carlos Dominguez,Carlos Dominguez FM26 Profile,partial,130,130,130,120,https://fmplayer.net/fm-26/carlos-dominguez-2000360887
Israel Domínguez,,not_found,,,,,
Sergi Dominguez,Sergi Domínguez FM26 Profile,first_result,130,130,130,140,https://fmplayer.net/fm-26/sergi-dominguez-2000164535
Patrick Dorgu,Patrick Dorgu FM26 Profile,partial,150,160,160,150,https://fmplayer.net/fm-26/patrick-dorgu-27164470
Alfie Dorrington,Alfie Dorrington FM26 Profile,partial,80,130,130,130,https://fmplayer.net/fm-26/alfie-dorrington-2000123637
Niklas Dorsch,Niklas Dorsch FM26 Profile,partial,140,120,120,160,https://fmplayer.net/fm-26/niklas-dorsch-91144312
Alberto Dossena,Alberto Dossena FM26 Profile,partial,130,120,120,140,https://fmplayer.net/fm-26/alberto-dossena-43202417
Abdoulaye Doucouré,,not_found,,,,,
Cheick Doucouré,Cheick Doucouré FM26 Profile,partial,,,,,https://fmplayer.net/fm-26/cheick-doucoure-13194021
Sékou Doucoure,Sékou Doucoure FM26 Profile,partial,,,,70,https://fmplayer.net/fm-26/sekou-doucoure-2000128364
Guela Doué,Guéla Doué FM26 Profile,first_result,140,140,130,140,https://fmplayer.net/fm-26/guela-doue-73201428
Douglas,Douglas Santos FM26 Profile,partial,140,130,140,120,https://fmplayer.net/fm-26/douglas-santos-19187721
Issa Doumbia,Issa Doumbia FM26 Profile,partial,130,120,120,120,https://fmplayer.net/fm-26/issa-doumbia-2000023527
Amidou Doumbouya,Amidou Doumbouya FM26 Profile,partial,100,130,120,70,https://fmplayer.net/fm-26/amidou-doumbouya-2000290350
Anastasios Douvikas,Tasos Douvikas FM26 Profile,first_result,150,130,130,160,https://fmplayer.net/fm-26/tasos-douvikas-36137588
Artem Dovbyk,Artem Dovbyk FM26 Profile,partial,150,150,140,150,https://fmplayer.net/fm-26/artem-dovbyk-71099066
Flynn Downes,Flynn Downes FM26 Profile,partial,150,120,120,150,https://fmplayer.net/fm-26/flynn-downes-29156436
Tommy Doyle,Tommy Doyle FM26 Profile,partial,130,120,130,130,https://fmplayer.net/fm-26/tommy-doyle-28120038
Radu Drăgușin,Radu Drăguşin FM26 Profile,first_result,150,140,140,120,https://fmplayer.net/fm-26/radu-dragusin-57178516
Tim Drexler,Tim Drexler FM26 Profile,partial,140,150,130,150,https://fmplayer.net/fm-26/tim-drexler-2000180848
Domingos Duarte,Domingos Duarte FM26 Profile,partial,120,110,90,140,https://fmplayer.net/fm-26/domingos-duarte-55063355
Marvin Ducksch,Marvin Ducksch FM26 Profile,partial,120,100,100,100,https://fmplayer.net/fm-26/marvin-ducksch-92023402
Ondrej Duda,Ondrej Duda FM26 Profile,partial,150,110,130,150,https://fmplayer.net/fm-26/ondrej-duda-63023511
Alfred Duncan,Alfred Duncan FM26 Profile,partial,160,120,120,140,https://fmplayer.net/fm-26/alfred-duncan-43084308
Lewis Dunk,Lewis Dunk FM26 Profile,partial,150,120,100,140,https://fmplayer.net/fm-26/lewis-dunk-29036189
Jáder Durán,Jáder Obrian FM26 Profile,first_result,130,130,130,120,https://fmplayer.net/fm-26/jader-obrian-76043416
Hugo Duro,Hugo Duro FM26 Profile,partial,140,140,140,180,https://fmplayer.net/fm-26/hugo-duro-67274349
Jean-Kevin Duverne,Jean-Clair Todibo FM26 Profile,first_result,140,150,140,120,https://fmplayer.net/fm-26/jean-clair-todibo-48044499
Enzo Ebosse,Enzo Ebosse FM26 Profile,partial,130,130,120,130,https://fmplayer.net/fm-26/enzo-ebosse-48036572
Claudio Echeverri,,not_found,,,,,
Éderson,Éderson FM26 Profile,partial,170,140,130,160,https://fmplayer.net/fm-26/ederson-19326796
George Edmundson,George Edmundson FM26 Profile,partial,140,130,110,150,https://fmplayer.net/fm-26/george-edmundson-29126355
Ronnie Edwards,Ronnie Edwards FM26 Profile,partial,150,110,110,140,https://fmplayer.net/fm-26/ronnie-edwards-29243820
Johannes Eggestein,,not_found,,,,,
Maximilian Eggestein,Maximilian Eggestein FM26 Profile,partial,170,120,110,160,https://fmplayer.net/fm-26/maximilian-eggestein-91126294
Kingsley Ehizibue,Kingsley Ehizibue FM26 Profile,partial,160,180,150,150,https://fmplayer.net/fm-26/kingsley-ehizibue-37053569
Chidera Ejuke,Chidera Ejuke FM26 Profile,partial,130,160,170,110,https://fmplayer.net/fm-26/chidera-ejuke-13182752
Hugo Ekitike,Hugo Ekitiké FM26 Profile,first_result,130,160,150,130,https://fmplayer.net/fm-26/hugo-ekitike-49062667
Jurgen Ekkelenkamp,Jurgen Ekkelenkamp FM26 Profile,partial,140,120,120,140,https://fmplayer.net/fm-26/jurgen-ekkelenkamp-37064578
Caleb Ekuban,Caleb Ekuban FM26 Profile,partial,,,,,https://fmplayer.net/fm-26/caleb-ekuban-43068478
Pierre Ekwah Elimby,,not_found,,,,,
Meschak Elia,Meschack Elia FM26 Profile,first_result,130,150,160,120,https://fmplayer.net/fm-26/meschack-elia-13173388
Harvey Elliott,,not_found,,,,,
Aritz Elustondo,Aritz Elustondo FM26 Profile,partial,,,,,https://fmplayer.net/fm-26/aritz-elustondo-67190072
Nico Elvedi,Nico Elvedi FM26 Profile,partial,140,140,130,130,https://fmplayer.net/fm-26/nico-elvedi-98033057
Emanuel Emegha,,not_found,,,,,
Emerson,,not_found,,,,,
Endrick,Endrick FM26 Profile,partial,140,150,160,130,https://fmplayer.net/fm-26/endrick-2000220941
Christian Eriksen,Christian Eriksen FM26 Profile,partial,120,110,100,120,https://fmplayer.net/fm-26/christian-eriksen-27010680
Martin Erlic,Martin Erlić FM26 Profile,first_result,120,130,120,140,https://fmplayer.net/fm-26/martin-erlic-43212365
Patrick Erras,,not_found,,,,,
Alfonso Espino,Alfonso Espino FM26 Profile,partial,160,130,130,190,https://fmplayer.net/fm-26/alfonso-espino-78066692
Romain Esse,Romain Esse FM26 Profile,partial,120,130,140,110,https://fmplayer.net/fm-26/romain-esse-2000142236
Samuel Essende,Samuel Essende FM26 Profile,partial,120,150,140,150,https://fmplayer.net/fm-26/samuel-essende-48044555
Dario Essugo,Dário Essugo FM26 Profile,first_result,150,130,130,160,https://fmplayer.net/fm-26/dario-essugo-2000087400
Estanis,Estanis Pedrola FM26 Profile,partial,110,140,140,100,https://fmplayer.net/fm-26/estanis-pedrola-2000100315
Nahuel Estévez,,not_found,,,,,
Pervis Estupiñán,,not_found,,,,,
Etienne Eto'o,,not_found,,,,,
Evanilson,Evanilson FM26 Profile,partial,140,140,130,150,https://fmplayer.net/fm-26/evanilson-19342183
Jake Evans,Jake Evans FM26 Profile,partial,110,140,150,90,https://fmplayer.net/fm-26/jake-evans-2000388663
Jonny Evans,Jonny Evans FM26 Profile,partial,20,120,120,40,https://fmplayer.net/fm-26/jonny-evans-88030261
Edu Expósito,Edu Expósito FM26 Profile,partial,120,130,130,130,https://fmplayer.net/fm-26/edu-exposito-67224139
Giovanni Fabbian,Giovanni Fabbian FM26 Profile,partial,150,120,120,150,https://fmplayer.net/fm-26/giovanni-fabbian-43500245
Wout Faes,Wout Faes FM26 Profile,partial,130,120,120,120,https://fmplayer.net/fm-26/wout-faes-18083577
Nicolò Fagioli,Nicolò Fagioli FM26 Profile,partial,130,130,130,120,https://fmplayer.net/fm-26/nicolo-fagioli-43372948
Davide Faraoni,Davide Faraoni FM26 Profile,partial,120,120,120,150,https://fmplayer.net/fm-26/davide-faraoni-43008971
Abdul Fatawu Issahaku,,,,,,,
Ansu Fati,Ansu Fati FM26 Profile,partial,120,140,140,100,https://fmplayer.net/fm-26/ansu-fati-67276122
Jacopo Fazzini,Jacopo Fazzini FM26 Profile,partial,140,130,140,150,https://fmplayer.net/fm-26/jacopo-fazzini-43591640
Nabil Fekir,Nabil Fekir FM26 Profile,partial,110,90,100,100,https://fmplayer.net/fm-26/nabil-fekir-29114975
Luiz Felipe,Luiz Felipe FM26 Profile,partial,130,130,120,140,https://fmplayer.net/fm-26/luiz-felipe-19225765
Kiko Femenía,Kiko Femenía FM26 Profile,partial,140,140,140,140,https://fmplayer.net/fm-26/kiko-femenia-67063051
Evan Ferguson,Evan Ferguson FM26 Profile,partial,140,160,140,140,https://fmplayer.net/fm-26/evan-ferguson-2000120742
Lewis Ferguson,Lewis Ferguson FM26 Profile,partial,170,120,120,170,https://fmplayer.net/fm-26/lewis-ferguson-61078132
Bruno Fernandes,Bruno Fernandes FM26 Profile,partial,200,130,130,180,https://fmplayer.net/fm-26/bruno-fernandes-43124203
Mateus Fernandes,,not_found,,,,,
Enzo Fernández,Enzo Fernández FM26 Profile,partial,160,120,120,150,https://fmplayer.net/fm-26/enzo-fernandez-14229525
Pelayo Fernandez,Pelayo FM26 Profile,first_result,,,,,https://fmplayer.net/fm-26/pelayo-2000141737
Roberto Férnandez,,not_found,,,,,
Jordan Ferri,Jordan Ferri FM26 Profile,partial,120,110,110,130,https://fmplayer.net/fm-26/jordan-ferri-85003943
Daniel Fila,,not_found,,,,,
Karol Fila,Karol Fila FM26 Profile,partial,130,120,120,130,https://fmplayer.net/fm-26/karol-fila-96093091
Kilian Fischer,Kilian Fischer FM26 Profile,partial,140,150,140,160,https://fmplayer.net/fm-26/kilian-fischer-91207901
Alessandro Florenzi,Aldo Florenzi FM26 Profile,first_result,120,120,140,140,https://fmplayer.net/fm-26/aldo-florenzi-43425127
Mateo Flores,Mateo Flores FM26 Profile,partial,130,120,120,130,https://fmplayer.net/fm-26/mateo-flores-2000238106
Malick Fofana,Malick Fofana FM26 Profile,partial,110,160,160,100,https://fmplayer.net/fm-26/malick-fofana-2000107079
Seko Fofana,Séko Fofana FM26 Profile,first_result,160,130,140,160,https://fmplayer.net/fm-26/seko-fofana-85094652
Wesley Fofana,Wesley Fofana FM26 Profile,partial,160,160,150,130,https://fmplayer.net/fm-26/wesley-fofana-49037900
Youssouf Fofana,Youssouf Fofana FM26 Profile,partial,180,140,130,160,https://fmplayer.net/fm-26/youssouf-fofana-49045776
Jonas Föhrenbach,,not_found,,,,,
Lamine Fomba,,not_found,,,,,
Héctor Fort,Héctor Fort FM26 Profile,partial,130,140,140,130,https://fmplayer.net/fm-26/hector-fort-2000227977
Dimitri Foulquier,Dimitri Foulquier FM26 Profile,partial,140,150,150,160,https://fmplayer.net/fm-26/dimitri-foulquier-85045661
Juan Foyth,Juan Foyth FM26 Profile,partial,150,140,130,160,https://fmplayer.net/fm-26/juan-foyth-14186894
Alejandro Francés,,not_found,,,,,
Przemysław Frankowski,,not_found,,,,,
Davide Frattesi,,not_found,,,,,
Tyler Fredricson,Tyler Fredricson FM26 Profile,partial,120,130,120,120,https://fmplayer.net/fm-26/tyler-fredricson-2000123107
Morten Frendrup,Morten Frendrup FM26 Profile,partial,150,140,130,170,https://fmplayer.net/fm-26/morten-frendrup-27132198
Martin Frese,Martin Frese FM26 Profile,partial,130,130,130,140,https://fmplayer.net/fm-26/martin-frese-27107357
Remo Freuler,,not_found,,,,,
Marco Friedl,Marco Friedl FM26 Profile,partial,150,140,120,160,https://fmplayer.net/fm-26/marco-friedl-91143703
Marvin Friedrich,Marvin Friedrich FM26 Profile,partial,,,,,https://fmplayer.net/fm-26/marvin-friedrich-92067018
Darío Fuentes,Gabriel Fuentes FM26 Profile,first_result,140,130,130,130,https://fmplayer.net/fm-26/gabriel-fuentes-76040842
Shiō Fukuda,Shio Fukuda FM26 Profile,first_result,120,140,140,130,https://fmplayer.net/fm-26/shio-fukuda-2000142990
Niclas Füllkrug,Niclas Füllkrug FM26 Profile,partial,140,120,120,160,https://fmplayer.net/fm-26/niclas-fullkrug-92018043
Kyogo Furuhashi,Kyogo Furuhashi FM26 Profile,partial,,,,,https://fmplayer.net/fm-26/kyogo-furuhashi-45105555
Matteo Gabbia,Matteo Gabbia FM26 Profile,partial,150,130,120,130,https://fmplayer.net/fm-26/matteo-gabbia-43266774
Tommaso Gabellini,,not_found,,,,,
Tiago Gabriel,Tiago Gabriel FM26 Profile,partial,130,130,120,120,https://fmplayer.net/fm-26/tiago-gabriel-2000288426
Cody Gakpo,Cody Gakpo FM26 Profile,partial,140,140,150,130,https://fmplayer.net/fm-26/cody-gakpo-37062185
Javi Galán,,not_found,,,,,
Iñigo Ruiz de Galarreta,Íñigo Ruiz de Galarreta FM26 Profile,first_result,120,120,130,150,https://fmplayer.net/fm-26/inigo-ruiz-de-galarreta-67088157
Conor Gallagher,Conor Gallagher FM26 Profile,partial,170,130,150,190,https://fmplayer.net/fm-26/conor-gallagher-28108036
Antonino Gallo,Antonino Gallo FM26 Profile,partial,140,140,150,140,https://fmplayer.net/fm-26/antonino-gallo-43297394
Cristian Gamboa,Cristian Gamboa FM26 Profile,partial,110,140,140,60,https://fmplayer.net/fm-26/cristian-gamboa-2000105852
Idrissa Gana Gueye,Idrissa Gueye FM26 Profile,first_result,160,130,130,160,https://fmplayer.net/fm-26/idrissa-gueye-85032335
Silvère Ganvoula M'Boussy,Silvère Ganvoula FM26 Profile,first_result,120,140,110,130,https://fmplayer.net/fm-26/silvere-ganvoula-13148012
Facundo Garcés,Facundo Garcés FM26 Profile,partial,,,,,https://fmplayer.net/fm-26/facundo-garces-14187538
Aleix García,Aleix García FM26 Profile,partial,140,120,120,140,https://fmplayer.net/fm-26/aleix-garcia-67190888
Fran Garcia,Fran García FM26 Profile,first_result,160,170,160,170,https://fmplayer.net/fm-26/fran-garcia-67245235
Pablo Garcia,Pablo García FM26 Profile,first_result,130,130,140,150,https://fmplayer.net/fm-26/pablo-garcia-2000210786
Ulisses Garcia,Ulisses Garcia FM26 Profile,partial,160,140,130,140,https://fmplayer.net/fm-26/ulisses-garcia-98030499
Unai García,Unai García FM26 Profile,partial,110,110,140,110,https://fmplayer.net/fm-26/unai-garcia-2000124462
Yarek Gasiorowski,Yarek Gąsiorowski FM26 Profile,first_result,120,130,120,150,https://fmplayer.net/fm-26/yarek-gasiorowski-2000141707
Federico Gatti,Federico Gatti FM26 Profile,partial,150,130,130,160,https://fmplayer.net/fm-26/federico-gatti-43491384
Jean-Philippe Gbamin,Jean-Clair Todibo FM26 Profile,first_result,140,150,140,120,https://fmplayer.net/fm-26/jean-clair-todibo-48044499
Viggo Gebel,Viggo Gebel FM26 Profile,partial,110,120,120,150,https://fmplayer.net/fm-26/viggo-gebel-2000330436
Lutsharel Geertruida,Lutsharel Geertruida FM26 Profile,partial,140,130,130,150,https://fmplayer.net/fm-26/lutsharel-geertruida-37064720
Valentin Gendrey,Valentin Gendrey FM26 Profile,partial,140,140,150,150,https://fmplayer.net/fm-26/valentin-gendrey-49047752
Denis Genreau,Denis Genreau FM26 Profile,partial,150,120,130,140,https://fmplayer.net/fm-26/denis-genreau-15069940
Tyrique George,,not_found,,,,,
Max Geschwill,Max Geschwill FM26 Profile,partial,140,140,120,140,https://fmplayer.net/fm-26/max-geschwill-91190724
Daniele Ghilardi,Daniele Ghilardi FM26 Profile,partial,130,130,110,140,https://fmplayer.net/fm-26/daniele-ghilardi-43500332
Lautaro Gianetti,Lautaro Martínez FM26 Profile,first_result,190,150,150,180,https://fmplayer.net/fm-26/lautaro-martinez-14110660
Dimitris Giannoulis,Dimitris Giannoulis FM26 Profile,partial,140,160,150,160,https://fmplayer.net/fm-26/dimitris-giannoulis-36078574
Morgan Gibbs-White,Liam Gibbs FM26 Profile,first_result,130,130,130,140,https://fmplayer.net/fm-26/liam-gibbs-29233183
Samuel Gigot,Samuel Gigot FM26 Profile,partial,120,120,110,120,https://fmplayer.net/fm-26/samuel-gigot-48031358
Armin Gigovic,Armin Gigović FM26 Profile,first_result,150,120,130,140,https://fmplayer.net/fm-26/armin-gigovic-93122308
Mario Gila,Mario Gila FM26 Profile,partial,150,150,150,140,https://fmplayer.net/fm-26/mario-gila-67277455
Billy Gilmour,Billy Gilmour FM26 Profile,partial,,,,,https://fmplayer.net/fm-26/billy-gilmour-61078265
Benedikt Gimber,Benedikt Gimber FM26 Profile,partial,140,120,110,170,https://fmplayer.net/fm-26/benedikt-gimber-91132290
Santiago Giménez,,not_found,,,,,
Gvidas Gineitis,Gvidas Gineitis FM26 Profile,partial,140,140,130,130,https://fmplayer.net/fm-26/gvidas-gineitis-47102498
Matthias Ginter,Matthias Ginter FM26 Profile,partial,120,120,110,120,https://fmplayer.net/fm-26/matthias-ginter-91107789
Ben Godfrey,Ben Godfrey FM26 Profile,partial,140,150,130,170,https://fmplayer.net/fm-26/ben-godfrey-29142372
Saba Goglichidze,,not_found,,,,,
Edoardo Goldaniga,Edoardo Goldaniga FM26 Profile,partial,140,120,110,140,https://fmplayer.net/fm-26/edoardo-goldaniga-43080121
Michael Golding,Michael Golding FM26 Profile,partial,120,120,140,100,https://fmplayer.net/fm-26/michael-golding-2000184620
André Gomes,André Gomes FM26 Profile,partial,100,100,80,140,https://fmplayer.net/fm-26/andre-gomes-55027994
Angel Gomes,Angel Gomes FM26 Profile,partial,120,130,130,140,https://fmplayer.net/fm-26/angel-gomes-28109888
João Gomes,João Gomes FM26 Profile,partial,130,130,130,160,https://fmplayer.net/fm-26/joao-gomes-19371031
Toti Gomes,Toti FM26 Profile,first_result,140,140,140,120,https://fmplayer.net/fm-26/toti-83228401
Dani Gómez,Dani Gómez FM26 Profile,partial,130,130,140,130,https://fmplayer.net/fm-26/dani-gomez-67231837
Diego Gómez,Diego Gómez FM26 Profile,partial,130,130,130,160,https://fmplayer.net/fm-26/diego-gomez-2000036372
Joe Gomez,Joe Gomez FM26 Profile,partial,150,160,160,140,https://fmplayer.net/fm-26/joe-gomez-29115800
Sergi Gómez,Sergi Gómez FM26 Profile,partial,120,110,100,120,https://fmplayer.net/fm-26/sergi-gomez-67071183
Fabio González,Fabio González FM26 Profile,partial,70,130,120,110,https://fmplayer.net/fm-26/fabio-gonzalez-2000077048
Nicolás González,Nicolás González FM26 Profile,partial,130,160,150,140,https://fmplayer.net/fm-26/nicolas-gonzalez-14181375
Urko González,Urko González FM26 Profile,partial,150,130,120,130,https://fmplayer.net/fm-26/urko-gonzalez-2000058330
Andoni Gorosabel,Andoni Gorosabel FM26 Profile,partial,140,140,140,160,https://fmplayer.net/fm-26/andoni-gorosabel-67202652
Robin Gosens,Robin Gosens FM26 Profile,partial,150,140,130,180,https://fmplayer.net/fm-26/robin-gosens-37041773
Lucas Gourna-Douath,Lucas Ocampos FM26 Profile,first_result,140,150,140,170,https://fmplayer.net/fm-26/lucas-ocampos-14031132
Jeffrey Gouweleeuw,Jeffrey Gouweleeuw FM26 Profile,partial,120,130,120,130,https://fmplayer.net/fm-26/jeffrey-gouweleeuw-37004721
Jonathan Gradit,Jonathan Gradit FM26 Profile,partial,150,130,120,170,https://fmplayer.net/fm-26/jonathan-gradit-85052254
José Gragera,José Gragera FM26 Profile,partial,130,120,110,120,https://fmplayer.net/fm-26/jose-gragera-67263880
Alberto Grassi,Alberto Grassi FM26 Profile,partial,130,120,120,150,https://fmplayer.net/fm-26/alberto-grassi-43081383
Ryan Gravenberch,,not_found,,,,,
Jacob Greaves,Jacob Greaves FM26 Profile,partial,160,130,120,150,https://fmplayer.net/fm-26/jacob-greaves-28113416
Michael Gregoritsch,Michael Gregoritsch FM26 Profile,partial,120,120,100,130,https://fmplayer.net/fm-26/michael-gregoritsch-16045723
Florian Grillitsch,Florian Grillitsch FM26 Profile,partial,150,130,110,120,https://fmplayer.net/fm-26/florian-grillitsch-16096614
Álex Grimaldo,,not_found,,,,,
Sergi Guardiola,Sergi Guardiola FM26 Profile,partial,100,100,90,140,https://fmplayer.net/fm-26/sergi-guardiola-67138759
Gabriel Gudmundsson,Gabriel Gudmundsson FM26 Profile,partial,140,150,160,140,https://fmplayer.net/fm-26/gabriel-gudmundsson-93065006
Axel Gueguin,Axel Guéguin FM26 Profile,first_result,130,100,110,80,https://fmplayer.net/fm-26/axel-gueguin-2000166495
Marc Guéhi,Marc Guéhi FM26 Profile,partial,150,140,150,140,https://fmplayer.net/fm-26/marc-guehi-28108033
Mattéo Guendouzi,Mattéo Guendouzi FM26 Profile,partial,170,140,140,170,https://fmplayer.net/fm-26/matteo-guendouzi-48037391
Javier Guerra,Javier Guerra FM26 Profile,partial,100,110,110,100,https://fmplayer.net/fm-26/javier-guerra-2000240547
Ander Guevara,Ander Guevara FM26 Profile,partial,160,110,120,160,https://fmplayer.net/fm-26/ander-guevara-67246381
Pape Gueye,Pape Guèye FM26 Profile,first_result,150,150,150,170,https://fmplayer.net/fm-26/pape-gueye-48043484
Frederic Guilbert,,not_found,,,,,
Hugo Guillamón,Hugo Guillamón FM26 Profile,partial,140,110,130,120,https://fmplayer.net/fm-26/hugo-guillamon-67258817
Bruno Guimarães,Bruno Guimarães FM26 Profile,partial,170,110,130,160,https://fmplayer.net/fm-26/bruno-guimaraes-19297055
Carlos Guirao,Carlos Guirao FM26 Profile,partial,130,120,120,120,https://fmplayer.net/fm-26/carlos-guirao-2000299693
Serhou Guirassy,Serhou Guirassy FM26 Profile,partial,130,130,130,150,https://fmplayer.net/fm-26/serhou-guirassy-85111795
Marc Guiu,Marc Guiu FM26 Profile,partial,110,140,130,90,https://fmplayer.net/fm-26/marc-guiu-2000228120
Gerard Gumbau,Gerard Gumbau FM26 Profile,partial,130,100,80,150,https://fmplayer.net/fm-26/gerard-gumbau-67207185
Robert Gumny,,not_found,,,,,
İlkay Gündoğan,İlkay Gündoğan FM26 Profile,partial,90,90,110,130,https://fmplayer.net/fm-26/ilkay-gundogan-91003875
Christian Günter,Christian Günter FM26 Profile,partial,150,160,140,160,https://fmplayer.net/fm-26/christian-gunter-91105585
Gorka Guruzeta,Gorka Guruzeta FM26 Profile,partial,150,130,130,150,https://fmplayer.net/fm-26/gorka-guruzeta-67200930
Malo Gusto,Malo Gusto FM26 Profile,partial,150,160,170,170,https://fmplayer.net/fm-26/malo-gusto-49056280
Joško Gvardiol,Joško Gvardiol FM26 Profile,partial,,,,,https://fmplayer.net/fm-26/josko-gvardiol-24060473
Christian Gytkjær,Christian Gytkjær FM26 Profile,partial,130,100,100,80,https://fmplayer.net/fm-26/christian-gytkjaer-27000596
Erling Haaland,,not_found,,,,,
Nicolas Haas,Nicolas Haas FM26 Profile,partial,120,130,120,140,https://fmplayer.net/fm-26/nicolas-haas-98033333
Saad El Haddad,Saad El Haddad FM26 Profile,partial,110,130,130,110,https://fmplayer.net/fm-26/saad-el-haddad-2000125342
